UserId,User_AvgRating,User_VisitCount
718,4.5,2
720,5.0,1
724,5.0,1
726,5.0,1
727,4.0,3
728,4.0,1
733,4.2,5
736,4.5,2
739,4.0,1
740,5.0,3
741,4.666666666666667,3
742,3.0,2
743,3.0,1
745,4.0,1
746,4.0,1
747,3.0,1
748,4.0,1
750,5.0,2
752,3.0,1
753,5.0,1
759,1.0,1
761,4.375,8
762,4.0,1
766,4.0,2
767,5.0,3
768,3.0,1
770,5.0,1
773,5.0,1
775,1.0,1
776,4.0,1
778,4.0,1
780,4.75,4
781,4.333333333333333,3
782,5.0,1
793,4.333333333333333,3
799,5.0,1
800,4.0,1
804,4.0,1
807,4.5,4
810,4.5,2
812,5.0,1
817,5.0,1
823,3.3333333333333335,3
824,3.0,1
830,5.0,1
835,4.0,2
839,5.0,1
841,5.0,1
842,3.6666666666666665,3
843,5.0,1
844,5.0,1
845,3.6,5
849,3.0,1
850,4.0,1
851,3.0,1
857,3.0,1
858,5.0,2
864,1.0,1
865,3.0,1
868,2.0,1
870,1.0,1
873,5.0,2
874,5.0,1
877,3.0,1
878,3.5,2
880,4.0,2
882,3.0,1
885,3.6666666666666665,3
886,3.0,2
888,5.0,1
891,2.5,4
894,4.75,4
898,5.0,1
905,5.0,1
907,4.0,1
908,5.0,3
918,4.2,5
919,1.0,1
920,5.0,1
922,5.0,1
927,5.0,3
930,5.0,2
933,4.0,2
940,4.0,1
941,3.5,2
942,3.0,1
945,4.0,1
950,5.0,1
954,2.0,1
956,3.75,4
960,5.0,1
961,5.0,1
962,5.0,1
966,4.75,4
970,3.0,1
974,4.0,1
978,5.0,3
979,3.6,5
980,5.0,1
981,4.0,2
989,4.5,2
990,5.0,1
993,2.3333333333333335,3
995,5.0,1
999,5.0,1
1000,4.0,1
1002,1.0,1
1009,4.142857142857143,7
1011,4.0,1
1018,2.5,2
1030,5.0,2
1033,5.0,1
1035,3.0,1
1037,3.0,1
1041,4.5,2
1044,5.0,1
1048,5.0,2
1059,4.0,1
1060,4.0,1
1061,4.0,2
1062,4.0,2
1064,5.0,1
1065,4.0,1
1068,4.666666666666667,3
1074,3.5,2
1079,5.0,1
1083,4.75,4
1086,5.0,2
1088,4.105263157894737,19
1089,5.0,1
1094,4.0,1
1095,3.0,1
1097,5.0,1
1099,3.0,2
1101,5.0,1
1102,5.0,1
1103,4.666666666666667,3
1105,5.0,1
1107,4.0,1
1114,3.5,4
1115,5.0,1
1116,5.0,1
1117,5.0,1
1119,5.0,1
1122,4.0,2
1124,4.0,1
1127,2.0,1
1132,5.0,2
1137,5.0,1
1148,5.0,1
1150,5.0,2
1151,4.0,1
1152,4.25,4
1157,4.0,1
1161,4.0,1
1163,1.0,1
1169,1.0,1
1170,5.0,1
1171,5.0,2
1175,5.0,2
1180,5.0,1
1188,5.0,1
1190,5.0,1
1196,4.0,1
1202,3.0,1
1205,2.5,2
1206,5.0,1
1208,5.0,2
1210,4.0,1
1212,2.5,2
1214,4.5,2
1215,4.5,4
1216,3.5,4
1218,3.0,1
1219,5.0,1
1221,3.0,3
1222,5.0,1
1226,4.0,3
1228,5.0,5
1231,5.0,1
1232,4.0,1
1237,5.0,1
1240,4.0,1
1244,5.0,1
1245,4.0,1
1249,4.0,1
1252,4.5,2
1255,4.0,1
1257,4.0,1
1258,4.0,1
1265,2.6666666666666665,3
1269,5.0,1
1271,3.0,2
1274,1.0,1
1275,5.0,1
1278,5.0,1
1280,4.5,2
1281,5.0,1
1283,5.0,1
1286,4.0,1
1287,3.0,2
1288,4.666666666666667,3
1291,5.0,1
1292,5.0,1
1293,4.0,1
1296,4.0,1
1299,4.5,2
1301,3.0,1
1307,5.0,2
1310,3.0,1
1316,5.0,1
1318,3.0,1
1319,4.0,1
1320,5.0,2
1328,2.0,2
1329,4.0,1
1331,5.0,1
1332,4.0,1
1333,4.0,1
1334,5.0,1
1335,4.0,1
1341,1.0,1
1342,4.0,3
1343,3.0,2
1345,4.0,1
1346,5.0,1
1356,5.0,2
1358,3.0,2
1359,4.0,1
1362,4.0,1
1364,3.0,1
1366,5.0,1
1367,3.5,2
1368,3.0,2
1373,4.0,1
1374,3.0,2
1375,4.0,1
1377,4.5,2
1384,4.0,1
1387,4.0,1
1391,5.0,1
1396,4.0,1
1398,4.0,1
1401,5.0,1
1403,5.0,1
1406,1.0,1
1407,5.0,1
1410,3.0,1
1416,3.0,3
1418,5.0,1
1420,5.0,1
1423,5.0,1
1428,4.5,2
1433,4.0,2
1436,3.0,1
1440,5.0,2
1441,5.0,1
1445,5.0,1
1446,5.0,1
1448,4.4,5
1451,5.0,1
1452,3.2,5
1453,4.0,2
1456,4.0,2
1459,4.666666666666667,3
1460,4.0,1
1471,4.0,1
1473,1.0,1
1474,5.0,1
1478,2.5,2
1482,3.5,2
1485,3.0,1
1486,5.0,1
1492,4.0,1
1493,3.0,1
1495,4.333333333333333,3
1497,4.428571428571429,7
1501,5.0,1
1505,4.0,1
1508,4.0,1
1509,2.5,2
1511,5.0,4
1512,3.0,1
1521,5.0,2
1524,4.0,2
1526,4.0,1
1529,4.0,1
1531,5.0,1
1533,5.0,1
1535,1.0,1
1536,4.0,1
1537,4.0,3
1538,5.0,1
1539,4.0,1
1540,3.0,3
1545,5.0,1
1548,4.0,1
1555,5.0,2
1558,5.0,1
1561,5.0,2
1564,5.0,1
1568,4.5,2
1572,4.0,1
1573,3.8,5
1578,3.0,1
1583,5.0,1
1586,4.0,1
1587,5.0,1
1588,5.0,2
1589,1.0,1
1590,1.0,1
1594,5.0,2
1595,3.5,4
1599,5.0,1
1608,3.0,1
1609,4.5,2
1620,4.0,2
1623,4.0,1
1625,4.0,3
1634,5.0,1
1636,4.0,1
1638,5.0,5
1639,5.0,2
1645,5.0,1
1646,4.0,1
1647,4.0,1
1649,4.25,4
1659,5.0,1
1661,3.0,1
1664,4.0,1
1665,5.0,1
1666,4.6,5
1667,3.0,1
1672,3.0,1
1676,4.2,5
1678,5.0,1
1684,3.6666666666666665,3
1689,5.0,1
1692,5.0,1
1697,4.0,1
1698,4.0,3
1700,5.0,1
1701,5.0,2
1702,4.0,1
1707,4.0,1
1709,2.6,5
1710,5.0,1
1711,3.0,1
1713,3.0,1
1715,4.0,1
1720,3.0,2
1723,5.0,1
1724,4.5,2
1725,4.0,1
1728,4.0,1
1729,4.166666666666667,6
1737,5.0,1
1738,4.0,1
1747,4.666666666666667,3
1748,3.0,3
1754,2.6666666666666665,3
1755,4.0,1
1757,5.0,3
1760,5.0,1
1763,5.0,1
1766,4.0,1
1771,5.0,1
1780,4.0,1
1792,4.0,1
1798,4.0,1
1803,3.0,1
1810,4.6,5
1813,3.0,2
1817,3.0,1
1826,4.0,1
1827,4.333333333333333,3
1829,5.0,1
1830,5.0,1
1833,5.0,1
1835,5.0,2
1839,4.0,1
1842,4.0,1
1844,5.0,2
1845,5.0,4
1847,5.0,1
1850,3.0,1
1853,5.0,1
1867,4.0,1
1869,5.0,1
1871,5.0,1
1873,4.5,2
1878,4.0,3
1879,4.0,1
1886,2.0,1
1888,5.0,1
1889,4.0,1
1891,5.0,4
1896,5.0,1
1898,4.0,1
1900,4.4,5
1905,5.0,1
1909,2.0,1
1914,4.0,1
1917,4.0,1
1920,5.0,1
1921,4.0,1
1928,5.0,1
1929,4.0,1
1932,5.0,2
1936,5.0,1
1940,5.0,1
1941,4.0,18
1943,5.0,1
1945,4.0,2
1948,4.333333333333333,3
1952,5.0,1
1953,4.333333333333333,3
1962,5.0,1
1963,4.0,1
1965,4.0,1
1968,4.5,2
1972,5.0,1
1976,4.0,1
1986,3.75,4
1989,4.0,2
1992,2.5,2
1999,3.0,1
2002,3.0,1
2003,4.5,2
2011,3.6666666666666665,3
2012,5.0,1
2013,4.0,1
2014,5.0,2
2016,5.0,1
2017,3.0,1
2022,3.5,2
2024,4.0,1
2028,4.0,1
2029,5.0,1
2032,5.0,1
2033,4.0,2
2035,4.0,2
2039,4.333333333333333,3
2041,5.0,1
2046,5.0,1
2047,5.0,2
2049,5.0,2
2054,4.333333333333333,3
2055,5.0,1
2056,4.5,2
2061,3.5,2
2063,2.0,1
2066,5.0,1
2069,5.0,1
2071,4.0,1
2074,3.0,1
2082,4.0,2
2086,3.0,1
2089,5.0,1
2094,5.0,1
2097,4.5,2
2102,3.0,1
2105,5.0,1
2107,5.0,1
2108,4.666666666666667,3
2110,4.666666666666667,3
2113,1.0,1
2116,5.0,1
2118,4.0,2
2119,4.0,1
2121,4.0,1
2125,4.0,1
2126,4.0,1
2129,5.0,2
2130,5.0,1
2131,2.6666666666666665,3
2138,3.0,1
2139,4.5,2
2149,4.0,1
2155,5.0,2
2157,3.0,1
2158,3.0,1
2159,4.0,1
2163,4.333333333333333,3
2171,5.0,1
2179,5.0,1
2184,5.0,1
2197,4.5,2
2198,2.0,2
2199,5.0,1
2206,4.0,1
2210,5.0,1
2212,5.0,1
2218,3.5,2
2221,2.6,5
2223,4.0,1
2227,4.0,1
2228,4.666666666666667,3
2236,5.0,2
2237,4.0,1
2240,5.0,2
2243,5.0,1
2250,4.0,1
2251,5.0,1
2252,5.0,1
2253,4.0,1
2256,5.0,3
2259,4.333333333333333,3
2263,4.0,2
2264,5.0,1
2267,5.0,2
2268,5.0,1
2273,4.0,1
2277,4.0,3
2279,3.0,1
2281,4.5,2
2283,5.0,1
2289,4.0,1
2294,4.0,1
2298,5.0,2
2303,3.5,2
2304,4.0,3
2307,4.0,2
2308,5.0,1
2309,5.0,1
2317,5.0,2
2318,5.0,2
2322,4.0,2
2324,4.4,5
2326,5.0,1
2331,4.0,1
2336,4.0,2
2338,5.0,1
2339,4.0,1
2347,5.0,1
2356,3.5,2
2357,4.0,1
2358,5.0,1
2373,5.0,1
2374,5.0,1
2377,4.0,1
2379,5.0,2
2382,4.0,1
2384,5.0,2
2387,5.0,1
2389,5.0,2
2390,5.0,1
2393,5.0,1
2395,5.0,1
2401,5.0,1
2405,5.0,1
2406,4.0,1
2414,3.0,1
2418,3.0,1
2422,4.333333333333333,3
2424,3.0,1
2425,5.0,1
2435,5.0,1
2436,5.0,1
2438,3.4285714285714284,7
2448,4.666666666666667,3
2449,4.5,2
2463,5.0,1
2476,4.0,1
2478,5.0,1
2480,3.0,2
2481,3.0,1
2482,4.0,1
2485,5.0,1
2487,4.0,2
2489,5.0,1
2491,4.0,1
2493,4.0,1
2494,3.6666666666666665,9
2498,5.0,1
2500,4.333333333333333,3
2503,4.5,2
2507,5.0,1
2510,5.0,3
2511,3.5,4
2512,4.0,1
2517,3.0,2
2518,5.0,1
2519,4.0,2
2526,4.0,5
2532,4.0,1
2535,4.0,1
2538,1.0,1
2542,4.5,2
2543,4.0,1
2547,4.0,2
2552,1.0,1
2553,5.0,1
2565,5.0,1
2569,4.0,1
2570,1.0,1
2573,2.0,1
2579,4.5,2
2580,4.0,1
2584,4.0,1
2585,5.0,1
2586,5.0,1
2589,5.0,1
2595,5.0,3
2598,3.5,2
2603,5.0,1
2604,4.0,1
2607,4.0,1
2609,5.0,1
2613,5.0,1
2615,5.0,1
2616,5.0,1
2618,4.0,1
2621,5.0,1
2623,3.0,1
2624,5.0,1
2626,4.0,1
2634,4.25,4
2636,5.0,1
2637,2.0,1
2639,5.0,1
2642,4.0,2
2644,5.0,1
2646,5.0,2
2648,5.0,1
2650,5.0,1
2658,5.0,1
2666,4.0,4
2667,4.0,1
2674,4.0,2
2675,5.0,1
2677,4.0,3
2678,4.0,2
2685,3.0,1
2688,4.666666666666667,3
2689,5.0,1
2691,5.0,1
2692,4.0,1
2694,4.0,1
2698,4.0,3
2699,4.0,3
2700,4.333333333333333,3
2705,5.0,2
2707,4.0,1
2713,5.0,1
2718,5.0,1
2721,5.0,1
2722,5.0,1
2723,5.0,1
2725,5.0,1
2726,5.0,1
2733,4.0,1
2734,5.0,1
2741,4.0,2
2745,4.333333333333333,3
2749,3.3333333333333335,3
2751,5.0,1
2753,5.0,1
2756,3.0,1
2761,4.0,1
2764,2.0,3
2776,5.0,2
2779,5.0,1
2784,4.5,2
2787,5.0,1
2790,4.0,1
2794,5.0,1
2797,4.0,1
2800,5.0,1
2808,4.666666666666667,3
2815,4.0,2
2817,5.0,1
2823,3.5,2
2829,4.0,1
2831,5.0,1
2833,5.0,1
2834,5.0,2
2846,4.0,2
2854,4.333333333333333,3
2856,5.0,2
2858,4.0,1
2859,3.0,2
2868,4.125,8
2870,4.0,2
2872,4.4,5
2876,4.0,2
2878,5.0,1
2881,2.5,2
2893,5.0,2
2896,4.0,2
2897,4.0,2
2903,5.0,1
2907,3.5,2
2909,3.0,2
2923,4.0,1
2928,3.6666666666666665,3
2929,5.0,1
2930,4.0,1
2931,5.0,1
2933,4.0,1
2937,3.0,2
2938,5.0,1
2939,4.0,1
2940,3.0,1
2949,3.25,4
2957,5.0,2
2958,5.0,1
2960,4.25,4
2962,5.0,1
2964,5.0,1
2966,5.0,1
2967,4.0,1
2970,5.0,3
2973,3.6,5
2975,4.0,1
2976,5.0,2
2979,5.0,1
2984,5.0,3
2985,5.0,1
2988,4.0,1
2990,5.0,1
2993,4.0,1
2996,5.0,2
2997,5.0,1
2998,4.75,4
2999,4.0,2
3000,5.0,1
3003,3.0,1
3004,3.0,1
3010,4.5,2
3011,4.5,2
3012,5.0,1
3018,5.0,1
3020,4.0,1
3025,5.0,1
3027,1.0,1
3033,5.0,1
3034,5.0,1
3035,3.2,5
3038,4.0,1
3040,1.0,1
3042,4.0,1
3043,4.0,1
3048,1.0,1
3049,3.5,2
3056,4.0,1
3061,5.0,1
3062,3.5,2
3064,3.0,1
3067,5.0,1
3070,4.0,1
3071,4.0,1
3074,5.0,1
3077,5.0,1
3080,4.0,2
3082,5.0,1
3088,4.5,2
3089,5.0,1
3093,4.0,1
3100,4.0,1
3101,3.0,1
3106,5.0,1
3107,5.0,1
3108,4.333333333333333,3
3111,4.666666666666667,3
3117,4.0,1
3127,4.0,1
3134,4.0,1
3136,5.0,1
3142,5.0,1
3143,1.0,2
3146,4.0,2
3147,4.0,1
3148,3.0,1
3150,3.6666666666666665,3
3158,5.0,1
3159,4.0,1
3161,5.0,1
3163,5.0,1
3164,5.0,1
3165,2.0,2
3170,5.0,1
3174,4.0,1
3181,5.0,1
3182,5.0,1
3183,3.0,2
3185,4.0,1
3190,3.3333333333333335,3
3191,3.5,6
3198,5.0,1
3199,3.0,1
3200,5.0,6
3202,4.0,1
3205,4.5,2
3208,5.0,1
3218,3.0,2
3219,5.0,1
3222,4.333333333333333,6
3235,5.0,1
3236,3.0,1
3237,4.5,2
3238,4.0,2
3247,4.0,1
3249,5.0,2
3251,5.0,2
3252,4.0,1
3254,2.5,2
3255,4.0,1
3259,2.0,1
3260,4.5,2
3265,5.0,1
3270,4.0,2
3272,4.0,1
3275,3.0,2
3282,4.5,2
3283,5.0,1
3296,5.0,1
3304,4.5,2
3307,5.0,1
3310,4.5,2
3315,4.0,1
3319,5.0,1
3320,5.0,2
3322,4.0,1
3326,2.0,2
3327,4.0,1
3328,4.666666666666667,3
3329,5.0,2
3332,2.0,1
3334,3.0,1
3339,4.285714285714286,7
3341,4.0,1
3342,4.0,2
3345,3.0,1
3348,4.0,1
3353,5.0,2
3358,3.0,1
3361,5.0,1
3362,5.0,1
3363,4.0,1
3367,4.0,3
3368,5.0,1
3369,5.0,1
3373,4.0,1
3374,3.0,1
3376,5.0,1
3378,5.0,2
3384,3.0,1
3386,3.6666666666666665,3
3387,4.285714285714286,7
3388,5.0,2
3390,5.0,2
3401,5.0,1
3402,4.5,6
3403,4.0,1
3409,5.0,1
3413,3.0,1
3414,5.0,1
3415,4.5,2
3416,5.0,1
3418,2.0,1
3420,5.0,1
3423,2.0,1
3425,1.0,1
3430,4.0,1
3431,4.5,2
3432,3.5,2
3441,5.0,2
3445,5.0,1
3447,4.0,2
3448,5.0,1
3450,5.0,1
3455,4.5,2
3456,3.75,4
3457,4.0,1
3458,5.0,2
3460,2.0,1
3461,4.0,2
3464,5.0,1
3465,5.0,1
3466,4.333333333333333,3
3467,5.0,1
3468,5.0,2
3473,4.75,4
3479,4.5,2
3487,4.0,5
3488,3.0,1
3491,5.0,1
3499,4.0,3
3510,4.0,1
3514,4.0,3
3517,5.0,2
3520,4.0,1
3521,4.0,1
3522,5.0,2
3531,4.0,1
3534,5.0,1
3541,4.0,2
3543,4.0,1
3545,5.0,2
3547,5.0,1
3552,4.833333333333333,12
3557,5.0,1
3559,4.0,1
3564,4.0,1
3566,4.0,1
3568,5.0,2
3570,4.0,2
3577,5.0,1
3583,5.0,1
3585,4.2,5
3589,5.0,2
3591,5.0,1
3592,3.0,2
3594,2.5,2
3596,5.0,2
3598,5.0,1
3607,5.0,1
3608,5.0,1
3609,5.0,1
3614,3.5,2
3615,4.0,1
3616,4.0,1
3617,4.0,1
3619,4.0,2
3623,3.0,1
3627,4.0,1
3630,3.0,1
3632,4.5,4
3638,5.0,1
3643,3.6666666666666665,3
3648,5.0,1
3653,4.0,1
3655,5.0,1
3658,4.0,1
3660,5.0,2
3663,5.0,3
3664,4.0,1
3666,5.0,1
3668,5.0,1
3669,4.25,4
3671,2.5,2
3673,4.5,2
3674,3.0,1
3675,5.0,1
3677,3.0,1
3679,5.0,1
3680,4.0,2
3684,4.0,1
3685,4.0,3
3688,5.0,1
3692,5.0,1
3693,3.3333333333333335,3
3695,4.0,2
3697,3.5,2
3698,3.5,2
3699,5.0,2
3702,5.0,1
3709,5.0,1
3711,4.0,1
3712,3.0,1
3718,4.333333333333333,3
3719,5.0,1
3721,5.0,1
3722,4.666666666666667,3
3725,1.0,1
3728,5.0,1
3732,5.0,1
3735,4.0,1
3736,3.5,2
3741,4.0,1
3744,5.0,1
3745,3.2,5
3750,3.5,2
3752,4.0,1
3754,4.5,2
3756,5.0,1
3758,4.333333333333333,3
3759,5.0,1
3760,5.0,1
3763,5.0,1
3767,4.0,1
3768,3.5,2
3771,5.0,1
3773,5.0,2
3774,3.6666666666666665,3
3775,5.0,1
3777,5.0,2
3783,4.5,2
3785,3.0,1
3788,3.0,1
3793,2.0,1
3797,4.0,2
3798,4.0,1
3802,3.5,4
3803,5.0,1
3807,3.0,2
3811,1.0,2
3814,3.0,1
3815,4.0,1
3816,5.0,2
3820,3.0,2
3821,4.0,1
3822,5.0,1
3826,2.0,1
3829,4.0,1
3832,4.0,3
3840,4.0,1
3850,4.285714285714286,7
3853,2.0,1
3854,4.0,1
3856,3.0,1
3857,3.0,1
3864,5.0,1
3875,5.0,1
3877,5.0,1
3885,5.0,2
3890,4.5,2
3891,5.0,1
3896,4.0,1
3897,5.0,2
3898,5.0,1
3901,5.0,1
3907,4.0,2
3908,5.0,1
3910,4.0,1
3912,4.0,4
3919,5.0,2
3922,3.6666666666666665,3
3923,4.0,1
3924,2.0,1
3928,4.666666666666667,3
3936,5.0,1
3937,4.0,3
3938,5.0,1
3942,5.0,1
3948,5.0,1
3949,4.0,1
3951,5.0,1
3954,4.0,1
3955,5.0,1
3957,4.0,1
3958,4.0,1
3961,4.0,1
3963,4.333333333333333,3
3965,5.0,1
3967,4.0,1
3968,5.0,2
3973,2.0,2
3983,3.0,1
3984,5.0,1
3993,2.5,2
3996,4.0,1
4003,4.5,2
4015,4.0,1
4025,4.125,8
4033,4.0,1
4034,4.8,15
4041,5.0,1
4043,4.0,1
4047,4.0,2
4050,4.0,1
4051,4.75,4
4053,4.0,2
4054,4.5,2
4055,4.0,1
4059,5.0,1
4061,3.5,2
4063,4.0,2
4065,5.0,3
4068,3.6666666666666665,3
4071,1.0,1
4072,1.0,1
4081,3.0,1
4082,5.0,1
4084,5.0,2
4086,3.0,1
4091,4.0,1
4095,5.0,1
4098,5.0,1
4099,3.0,1
4100,5.0,1
4103,3.0,1
4104,5.0,1
4105,4.8,5
4107,2.0,2
4108,4.0,1
4110,2.0,1
4113,4.5,2
4117,4.0,3
4118,5.0,1
4119,3.5,2
4120,5.0,1
4123,5.0,1
4128,5.0,1
4134,5.0,1
4135,2.0,1
4143,5.0,1
4146,4.0,1
4147,4.0,1
4153,4.0,3
4159,1.0,1
4162,5.0,1
4167,4.0,1
4171,5.0,2
4179,4.0,1
4180,2.0,1
4182,4.0,1
4189,5.0,3
4191,4.0,1
4195,5.0,1
4196,5.0,1
4198,4.5,2
4199,4.0,2
4203,5.0,1
4204,5.0,1
4205,5.0,1
4206,4.5,2
4217,4.0,3
4218,4.0,1
4222,3.0,1
4231,4.0,1
4235,3.0,1
4241,5.0,2
4247,5.0,1
4254,5.0,1
4255,5.0,1
4258,3.5,2
4259,4.0,1
4260,5.0,2
4261,4.0,1
4262,5.0,1
4263,5.0,2
4273,2.0,1
4274,5.0,2
4275,5.0,2
4276,4.0,1
4277,3.5,2
4278,4.5,2
4282,5.0,1
4283,5.0,2
4284,4.666666666666667,3
4295,5.0,1
4296,4.5,2
4297,4.0,1
4299,4.0,1
4305,4.0,1
4307,4.0,1
4309,5.0,1
4311,5.0,1
4317,4.0,1
4318,3.0,1
4319,4.0,1
4322,5.0,2
4323,4.0,1
4324,2.6666666666666665,3
4326,5.0,1
4331,4.0,1
4337,5.0,1
4339,5.0,3
4340,4.0,1
4344,5.0,1
4349,5.0,1
4350,4.0,3
4357,3.0,2
4362,4.0,1
4366,5.0,2
4367,3.0,1
4368,3.5,2
4371,4.5,4
4372,5.0,1
4373,3.0,4
4375,5.0,1
4376,3.3333333333333335,3
4377,4.5,2
4378,4.0,1
4382,5.0,1
4388,4.0,1
4390,3.2857142857142856,7
4391,3.0,1
4397,5.0,1
4398,3.5,2
4401,4.0,1
4410,4.666666666666667,3
4422,5.0,1
4423,5.0,1
4424,4.0,1
4426,5.0,1
4427,4.0,1
4428,4.0,2
4430,5.0,1
4431,3.0,2
4436,4.0,1
4437,4.0,1
4440,4.666666666666667,3
4449,5.0,2
4453,5.0,1
4456,2.0,1
4459,5.0,1
4462,4.333333333333333,6
4470,4.0,1
4472,5.0,1
4473,2.5,2
4478,5.0,1
4479,5.0,2
4480,5.0,1
4486,5.0,1
4491,4.0,3
4493,4.0,1
4494,4.0,2
4495,5.0,1
4499,5.0,1
4500,3.0,3
4506,4.5,2
4507,4.0,1
4514,5.0,1
4516,3.0,1
4517,4.5,2
4532,5.0,1
4533,4.0,1
4534,2.0,1
4535,4.0,2
4539,5.0,2
4546,3.5,2
4547,5.0,1
4549,5.0,1
4551,2.0,1
4553,5.0,3
4554,3.6666666666666665,3
4555,4.0,1
4560,5.0,2
4561,5.0,1
4569,2.0,1
4570,5.0,1
4573,3.0,1
4576,4.333333333333333,3
4581,4.0,1
4583,2.0,1
4584,5.0,1
4585,4.0,2
4593,4.0,1
4596,3.0,2
4597,4.6,5
4599,2.0,1
4602,4.0,1
4611,4.0,1
4612,3.0,1
4616,5.0,1
4627,2.6666666666666665,3
4630,2.0,1
4632,5.0,1
4633,4.0,1
4634,3.0,2
4635,4.25,4
4638,5.0,1
4640,4.5,2
4641,5.0,1
4642,4.666666666666667,3
4643,4.0,1
4647,4.0,1
4650,4.0,1
4653,5.0,1
4657,5.0,1
4660,3.0,2
4661,3.6666666666666665,3
4662,4.0,2
4669,5.0,1
4671,4.5,2
4677,4.5,2
4678,4.0,1
4680,5.0,2
4683,4.0,1
4688,5.0,2
4689,4.666666666666667,3
4691,5.0,2
4692,5.0,1
4702,2.5,2
4703,5.0,2
4704,3.0,1
4714,4.0,1
4716,3.3333333333333335,3
4721,4.0,1
4723,3.0,1
4729,3.5,4
4730,4.0,1
4731,4.0,1
4733,3.0,1
4737,5.0,1
4739,5.0,1
4740,5.0,1
4747,3.6666666666666665,3
4748,5.0,1
4750,2.0,1
4754,5.0,1
4755,4.666666666666667,3
4759,5.0,1
4762,4.0,1
4764,5.0,2
4766,4.0,2
4768,4.5,2
4772,4.0,1
4774,3.5,2
4776,4.0,1
4778,4.0,1
4780,3.5,2
