UserId,ContinentId,RegionId,CountryId,CityId,City,CountryId_geo,Country,RegionId_geo,Region,ContinentId_geo,Continent
142,4,15,109,4616,Mandurah,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
147,5,19,145,1963,Sweden,51.0,United States,8.0,Northern America,2.0,America
149,4,15,109,4616,Mandurah,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
152,4,15,109,3945,Bunbury,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
153,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
154,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
155,3,11,74,2468,Taipei,74.0,Taiwan,11.0,East Asia,3.0,Asia
156,2,8,48,465,Orangeville,48.0,Canada,8.0,Northern America,2.0,America
157,3,14,101,3098,Jakarta,101.0,Indonesia,14.0,South East Asia,3.0,Asia
158,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
160,2,8,51,1935,Steamboat Springs,51.0,United States,8.0,Northern America,2.0,America
162,4,15,109,3750,Australia,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
166,4,15,109,3945,Bunbury,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
170,2,8,48,515,Sherbrooke,48.0,Canada,8.0,Northern America,2.0,America
176,4,15,109,535,Sydney,48.0,Canada,8.0,Northern America,2.0,America
177,4,16,115,5639,Tauranga,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
180,5,21,163,9009,United Kingdom,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
182,2,8,51,1195,Honolulu,51.0,United States,8.0,Northern America,2.0,America
183,5,21,160,7618,Sligo,160.0,Ireland,21.0,Western Europe,5.0,Europe
184,4,15,109,4994,Portand,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
185,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
187,2,8,51,1847,Seattle,51.0,United States,8.0,Northern America,2.0,America
189,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
190,2,8,50,611,Mexico City,50.0,Mexico,8.0,Northern America,2.0,America
191,5,21,163,9036,Warminster,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
192,5,21,163,8652,Newcastle upon Tyne,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
194,2,8,51,1923,Springfield,51.0,United States,8.0,Northern America,2.0,America
196,4,15,109,3973,Cairns,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
199,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
200,3,14,108,3667,Ho Chi Minh City,108.0,Vietnam,14.0,South East Asia,3.0,Asia
208,2,8,51,1592,Norwood,51.0,United States,8.0,Northern America,2.0,America
213,4,16,115,5487,Auckland,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
218,5,21,163,8450,Inverness,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
228,3,13,93,2725,Faridabad,93.0,India,13.0,South Asia,3.0,Asia
230,4,15,109,5267,Townsville,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
231,5,21,163,8258,Edinburgh,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
234,1,4,22,107,Cape Town Central,22.0,South Africa,4.0,Southern Africa,1.0,Africa
239,5,21,163,8686,Norwich,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
240,4,15,109,3987,Canterbury,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
242,4,15,109,4303,Gold Coast,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
247,2,8,48,371,Edmonton,48.0,Canada,8.0,Northern America,2.0,America
249,5,17,123,5781,Pilsen,123.0,Czech Republic,17.0,Central Europe,5.0,Europe
255,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
256,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
266,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
267,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
268,4,15,109,4964,Playford,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
269,3,14,101,3061,Canggu,101.0,Indonesia,14.0,South East Asia,3.0,Asia
271,5,20,157,7052,Barcelona,157.0,Spain,20.0,Southern Europe,5.0,Europe
272,5,20,157,7169,Seville,157.0,Spain,20.0,Southern Europe,5.0,Europe
274,2,8,48,491,Red Deer,48.0,Canada,8.0,Northern America,2.0,America
276,5,21,159,7470,Montpellier,159.0,France,21.0,Western Europe,5.0,Europe
277,5,21,163,781,Bristol,51.0,United States,8.0,Northern America,2.0,America
279,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
286,5,21,158,7199,Asse,158.0,Belgium,21.0,Western Europe,5.0,Europe
288,4,15,109,535,Sydney,48.0,Canada,8.0,Northern America,2.0,America
296,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
302,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
303,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
315,5,21,163,8916,Stansted,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
316,2,8,51,1552,New York City,51.0,United States,8.0,Northern America,2.0,America
317,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
319,4,16,115,5506,Christchurch,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
320,4,15,109,3945,Bunbury,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
327,5,17,135,583,Zurich,48.0,Canada,8.0,Northern America,2.0,America
328,2,8,51,1752,Reno,51.0,United States,8.0,Northern America,2.0,America
336,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
337,3,14,101,3230,Seminyak,101.0,Indonesia,14.0,South East Asia,3.0,Asia
339,1,4,22,106,Cape Town,22.0,South Africa,4.0,Southern Africa,1.0,Africa
340,4,15,109,535,Sydney,48.0,Canada,8.0,Northern America,2.0,America
341,3,14,101,3013,Bali,101.0,Indonesia,14.0,South East Asia,3.0,Asia
346,5,21,163,8317,Glasgow,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
348,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
349,5,17,130,6098,Krakow,130.0,Poland,17.0,Central Europe,5.0,Europe
351,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
356,5,21,163,1633,Oxford,51.0,United States,8.0,Northern America,2.0,America
359,4,15,109,5046,Rockingham,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
361,2,8,51,2081,West Covina,51.0,United States,8.0,Northern America,2.0,America
365,5,21,162,3728,Arnhem,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
369,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
378,4,15,109,535,Sydney,48.0,Canada,8.0,Northern America,2.0,America
382,3,13,93,2905,Vadodara,93.0,India,13.0,South Asia,3.0,Asia
386,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
388,1,4,22,110,Centurion,22.0,South Africa,4.0,Southern Africa,1.0,Africa
390,3,12,88,2606,Izmir,88.0,Turkey,12.0,Middle East,3.0,Asia
393,5,17,122,5729,Central Croatia,122.0,Croatia,17.0,Central Europe,5.0,Europe
396,2,8,51,682,Arlington,51.0,United States,8.0,Northern America,2.0,America
397,4,15,109,3915,Brisbane,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
399,5,17,130,6117,Warsaw,130.0,Poland,17.0,Central Europe,5.0,Europe
404,5,17,125,5954,Munich,125.0,Germany,17.0,Central Europe,5.0,Europe
408,5,17,127,6062,Riga,127.0,Latvia,17.0,Central Europe,5.0,Europe
410,3,14,101,3013,Bali,101.0,Indonesia,14.0,South East Asia,3.0,Asia
418,3,14,101,3098,Jakarta,101.0,Indonesia,14.0,South East Asia,3.0,Asia
419,5,21,163,4736,Morley,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
421,5,21,163,1396,Manchester,51.0,United States,8.0,Northern America,2.0,America
422,2,8,51,1358,Lodi,51.0,United States,8.0,Northern America,2.0,America
425,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
426,4,15,109,3702,Alice Springs,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
430,3,13,93,2708,Chennai (Madras),93.0,India,13.0,South Asia,3.0,Asia
432,5,21,159,7494,Paris,159.0,France,21.0,Western Europe,5.0,Europe
433,4,15,109,4262,Fremantle,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
435,5,21,163,8317,Glasgow,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
442,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
444,5,21,163,8757,Preesall,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
445,5,21,163,8221,Doncaster,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
446,4,15,109,5100,Shellharbour,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
447,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
455,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
456,4,15,109,4819,New South Wales,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
459,4,16,115,5506,Christchurch,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
462,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
464,3,12,86,2563,Al-Rayyan,86.0,Qatar,12.0,Middle East,3.0,Asia
470,3,12,88,2590,Alanya,88.0,Turkey,12.0,Middle East,3.0,Asia
476,3,12,89,2623,Dubai,89.0,United Arab Emirates,12.0,Middle East,3.0,Asia
478,5,19,144,6621,Son,144.0,Norway,19.0,Northern Europe,5.0,Europe
480,2,8,51,2097,Westport,51.0,United States,8.0,Northern America,2.0,America
484,5,21,163,8367,Harrogate,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
485,4,15,109,4442,Joondalup,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
488,5,20,150,6759,Greece,150.0,Greece,20.0,Southern Europe,5.0,Europe
490,3,14,101,3098,Jakarta,101.0,Indonesia,14.0,South East Asia,3.0,Asia
494,4,15,109,5042,Rochedale South,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
501,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
503,4,16,115,5506,Christchurch,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
511,2,8,51,929,Dallas,51.0,United States,8.0,Northern America,2.0,America
512,4,15,109,3915,Brisbane,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
515,3,14,103,3367,Malaysia,103.0,Malaysia,14.0,South East Asia,3.0,Asia
516,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
517,3,14,101,3098,Jakarta,101.0,Indonesia,14.0,South East Asia,3.0,Asia
518,3,13,91,2649,Dhaka Division,91.0,Bangladesh,13.0,South Asia,3.0,Asia
521,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
525,4,15,109,535,Sydney,48.0,Canada,8.0,Northern America,2.0,America
527,4,16,115,390,Hamilton,48.0,Canada,8.0,Northern America,2.0,America
528,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
542,5,17,125,5911,Kaufbeuren,125.0,Germany,17.0,Central Europe,5.0,Europe
545,4,16,115,5487,Auckland,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
550,5,19,144,6609,Oslo,144.0,Norway,19.0,Northern Europe,5.0,Europe
554,5,19,142,6520,Kokkola,142.0,Finland,19.0,Northern Europe,5.0,Europe
565,3,13,93,2770,Kannur,93.0,India,13.0,South Asia,3.0,Asia
568,1,4,22,136,Johannesburg,22.0,South Africa,4.0,Southern Africa,1.0,Africa
571,4,15,109,535,Sydney,48.0,Canada,8.0,Northern America,2.0,America
572,2,8,51,882,Clovis,51.0,United States,8.0,Northern America,2.0,America
574,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
577,3,14,107,3577,Chiang Mai,107.0,Thailand,14.0,South East Asia,3.0,Asia
580,5,21,163,8571,Lound,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
581,4,15,109,5030,Retreat,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
583,5,21,163,743,Birmingham,51.0,United States,8.0,Northern America,2.0,America
584,3,11,69,2277,Guangzhou,69.0,China,11.0,East Asia,3.0,Asia
585,5,17,125,5838,Cologne,125.0,Germany,17.0,Central Europe,5.0,Europe
590,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
594,4,15,109,3915,Brisbane,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
595,5,19,144,6609,Oslo,144.0,Norway,19.0,Northern Europe,5.0,Europe
597,4,15,109,4303,Gold Coast,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
603,4,16,115,5506,Christchurch,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
620,4,15,109,4756,Mount Gambier,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
621,3,12,79,2517,Batzra,79.0,Israel,12.0,Middle East,3.0,Asia
625,4,16,115,5488,Auckland Central,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
627,3,13,93,2690,Bengaluru,93.0,India,13.0,South Asia,3.0,Asia
630,4,15,109,4630,Margaret River,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
633,5,21,158,7195,Antwerp,158.0,Belgium,21.0,Western Europe,5.0,Europe
636,4,15,109,535,Sydney,48.0,Canada,8.0,Northern America,2.0,America
637,2,8,51,848,Charlotte,51.0,United States,8.0,Northern America,2.0,America
638,4,15,109,5267,Townsville,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
640,3,13,97,2976,Sigiriya,97.0,Sri Lanka,13.0,South Asia,3.0,Asia
646,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
648,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
649,4,15,109,4606,Maiden Gully,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
652,2,8,48,554,Vancouver,48.0,Canada,8.0,Northern America,2.0,America
655,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
656,3,14,101,3013,Bali,101.0,Indonesia,14.0,South East Asia,3.0,Asia
657,3,14,103,3342,Kerteh,103.0,Malaysia,14.0,South East Asia,3.0,Asia
659,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
664,4,15,109,5267,Townsville,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
667,2,8,51,1716,Port Saint Lucie,51.0,United States,8.0,Northern America,2.0,America
669,2,8,48,554,Vancouver,48.0,Canada,8.0,Northern America,2.0,America
678,3,12,86,2564,Doha,86.0,Qatar,12.0,Middle East,3.0,Asia
679,4,15,109,3849,Bilinga,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
683,3,14,101,3098,Jakarta,101.0,Indonesia,14.0,South East Asia,3.0,Asia
688,5,19,141,6416,Aarhus,141.0,Denmark,19.0,Northern Europe,5.0,Europe
689,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
690,4,15,109,5399,Wollongong,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
691,4,15,109,1623,Orange,51.0,United States,8.0,Northern America,2.0,America
694,4,15,109,5045,Rockhampton,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
697,3,11,69,2282,Hong Kong,69.0,China,11.0,East Asia,3.0,Asia
698,3,14,103,3380,Penang,103.0,Malaysia,14.0,South East Asia,3.0,Asia
706,3,14,101,3226,Sanur Kaja,101.0,Indonesia,14.0,South East Asia,3.0,Asia
708,3,14,101,3285,Ubud,101.0,Indonesia,14.0,South East Asia,3.0,Asia
716,3,14,103,3354,Kuala Lumpur,103.0,Malaysia,14.0,South East Asia,3.0,Asia
718,3,14,101,3106,Java,101.0,Indonesia,14.0,South East Asia,3.0,Asia
720,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
724,2,8,51,965,Dripping Springs,51.0,United States,8.0,Northern America,2.0,America
726,4,16,115,5671,Wellington,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
727,3,11,69,2282,Hong Kong,69.0,China,11.0,East Asia,3.0,Asia
728,5,21,163,8166,Colchester,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
733,4,16,115,390,Hamilton,48.0,Canada,8.0,Northern America,2.0,America
736,3,14,101,3013,Bali,101.0,Indonesia,14.0,South East Asia,3.0,Asia
739,4,15,109,3915,Brisbane,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
740,2,8,48,545,Toronto,48.0,Canada,8.0,Northern America,2.0,America
741,5,17,123,5782,Prague,123.0,Czech Republic,17.0,Central Europe,5.0,Europe
742,5,21,163,1346,Lincoln,51.0,United States,8.0,Northern America,2.0,America
743,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
745,1,4,22,107,Cape Town Central,22.0,South Africa,4.0,Southern Africa,1.0,Africa
746,3,14,101,3140,Kuta,101.0,Indonesia,14.0,South East Asia,3.0,Asia
747,3,13,93,2910,Varanasi District,93.0,India,13.0,South Asia,3.0,Asia
748,3,13,91,2648,Dhaka City,91.0,Bangladesh,13.0,South Asia,3.0,Asia
750,5,17,131,6129,Bucharest,131.0,Romania,17.0,Central Europe,5.0,Europe
752,5,21,163,8051,Bradford,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
753,3,14,101,3071,Denpasar,101.0,Indonesia,14.0,South East Asia,3.0,Asia
759,5,20,155,7020,Portimao,155.0,Portugal,20.0,Southern Europe,5.0,Europe
761,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
762,3,11,73,2428,Daegu,73.0,South Korea,11.0,East Asia,3.0,Asia
766,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
767,3,14,103,3354,Kuala Lumpur,103.0,Malaysia,14.0,South East Asia,3.0,Asia
768,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
770,3,12,81,2537,Kuwait,81.0,Kuwait,12.0,Middle East,3.0,Asia
773,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
775,1,4,22,136,Johannesburg,22.0,South Africa,4.0,Southern Africa,1.0,Africa
776,2,8,48,383,Grand Forks,48.0,Canada,8.0,Northern America,2.0,America
778,4,15,109,3794,Bateau Bay,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
780,5,21,163,9084,Wigan,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
781,4,15,109,4151,Dee Why,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
782,2,8,48,402,Kelowna,48.0,Canada,8.0,Northern America,2.0,America
793,2,8,51,858,Cheyenne,51.0,United States,8.0,Northern America,2.0,America
799,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
800,5,19,143,6559,Reykjavik,143.0,Iceland,19.0,Northern Europe,5.0,Europe
804,4,15,109,3981,Canberra,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
807,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
810,5,21,163,743,Birmingham,51.0,United States,8.0,Northern America,2.0,America
812,2,8,51,1804,San Diego,51.0,United States,8.0,Northern America,2.0,America
817,5,21,163,8945,Sunderland,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
823,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
824,5,21,163,9116,Woodhouse Eaves,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
830,4,15,109,5180,Surfers Paradise,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
835,2,8,48,365,Delta,48.0,Canada,8.0,Northern America,2.0,America
839,3,13,94,2932,Kandoomaafushi Island,94.0,Maldives,13.0,South Asia,3.0,Asia
841,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
842,2,8,51,698,Austin,51.0,United States,8.0,Northern America,2.0,America
843,5,21,163,426,London,48.0,Canada,8.0,Northern America,2.0,America
844,5,21,163,8909,Staines,163.0,United Kingdom,21.0,Western Europe,5.0,Europe
845,4,15,109,3915,Brisbane,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
849,3,14,101,3236,Serpong,101.0,Indonesia,14.0,South East Asia,3.0,Asia
850,4,15,109,5267,Townsville,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
851,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
857,5,21,160,7611,Limerick,160.0,Ireland,21.0,Western Europe,5.0,Europe
858,3,14,101,3013,Bali,101.0,Indonesia,14.0,South East Asia,3.0,Asia
864,5,21,163,999,Elgin,51.0,United States,8.0,Northern America,2.0,America
865,2,8,51,1156,Hartford,51.0,United States,8.0,Northern America,2.0,America
868,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
870,4,15,109,3687,Adelaide,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
873,4,15,109,4715,Moe,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
874,2,8,48,554,Vancouver,48.0,Canada,8.0,Northern America,2.0,America
877,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
878,4,15,109,4545,Langwarrin,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
880,4,16,115,5596,Palmerston North,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
882,5,19,141,6484,Roskilde,141.0,Denmark,19.0,Northern Europe,5.0,Europe
885,3,14,101,3297,Yogyakarta Region,101.0,Indonesia,14.0,South East Asia,3.0,Asia
886,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
888,5,19,142,6512,Helsinki,142.0,Finland,19.0,Northern Europe,5.0,Europe
891,3,13,93,2730,Goa,93.0,India,13.0,South Asia,3.0,Asia
894,3,13,95,2938,Kathmandu,95.0,Nepal,13.0,South Asia,3.0,Asia
898,2,8,51,2012,Tucson,51.0,United States,8.0,Northern America,2.0,America
905,4,15,109,1434,Melbourne,51.0,United States,8.0,Northern America,2.0,America
907,3,14,106,3551,Singapore,106.0,Singapore,14.0,South East Asia,3.0,Asia
908,5,21,159,7474,Moret-sur-Loing,159.0,France,21.0,Western Europe,5.0,Europe
918,3,14,100,2999,Dili,100.0,East Timor,14.0,South East Asia,3.0,Asia
919,2,8,51,676,Appleton,51.0,United States,8.0,Northern America,2.0,America
920,4,15,109,4940,Perth,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
922,4,15,109,4506,Kingsford,109.0,Australia,15.0,Australia,4.0,Australia & Oceania
927,4,16,115,5488,Auckland Central,115.0,New Zealand,16.0,Oceania,4.0,Australia & Oceania
930,3,11,69,2282,Hong Kong,69.0,China,11.0,East Asia,3.0,Asia
933,3,12,84,2550,Muscat,84.0,Oman,12.0,Middle East,3.0,Asia
940,2,8,51,2062,Washington,51.0,United States,8.0,Northern America,2.0,America
941,3,11,71,2344,Hokuriku,71.0,Japan,11.0,East Asia,3.0,Asia
